comment,label,repeat words,comment after merge(close)?,same with last comment?,author reply interval(project),author reply interval(PR),declare reviewer's comment?
"To be clear, we'll continue fetching metadata for all the topics that were added to Metadata directly. Is that right? If instead we cleared those topics, would the NetworkClient fetch metadata for all topics until we've set a new subscription?",0,0,0,0,16,4,0
"Hi @chobeat, thanks for opening pull request. I would like to shepherd this PR.",0,1,0,0,7,2,0
"I think it is good to have the initial value for the all ReduceFunction and grouped ReduceFunction, but not for the GroupReduceFunction. In the GroupReduceFunction (the one with the iterator) it can be specified in the UDF. There is no need to ingest a value into the iterator.",0,0,0,0,8,5,0
Can you remove inline comment? Only javadoc comment permitted.,0,1,0,0,1,1,0
"Should we support topic and regex subscription at same time? There are a few special cases that will need attention if we decide to have regex and topic subscription work at same time. Say one subscribed to test\* and then later explicitly unsubscribed from test1. test1 will get subscribed the next time regex check is run. This can be handled by maintaining a blacklist for a particular pattern. The point is we can support that, however it will have complicated logic. Wondering what will we gain from this complicated logic though. One can have a pattern to subscribe to individual topic or a collection of topics or both. Having support for topic and regex subscription does not buy a lot. If nobody suggests otherwise I will go with making topic and regex subscription mutually exclusive._x000D_
Also, in my current implementation I am only supporting subscribing to a single pattern and not multiple patterns as multiple patterns can be combined into a single pattern. Hope that is fine as well.",0,0,0,0,13,1,0
Done.,0,0,0,0,1,4,1
"Hey @hachikuji , even I was initially thinking to have it asynchronous, but I could not convince myself that we will gain much with it? schedulePatternSubscriptionTask is already a delayed task that user do not have to wait on. Moreover initiating a new metadata fetch directly needs to handle retries, so more params for max retries, interval, etc. I was under impression that we made ListTopics handle all that so that we will not have to worry about it again during regex implementation. I might be missing something.",0,2,0,0,14,5,0
"The latter paragraph is what I was asking for. I think the first paragraph is good motivation to just get the Jenkins coverage in, otherwise those hacks will likely be forgotten and remain for a long time.",0,0,0,0,16,4,0
"Ouch... That was a bad mistake on my part, thanks for tacking it!The fix is spot on, but is there any chance we could get a test (similar to something I assume that uncovered the issue in Camel) so we can ensure this doesn't happen again?",0,1,0,0,8,2,0
All automated tests passed.,0,0,0,0,19,5,0
"I'd propose removing this comment, or splitting it up (once for each delegation) since it'll be easier to maintain. Also update to include the invokeSetup and invokeTeardown methods.",0,0,0,0,2,5,0
"Instead of doing this, it may be better to have a subclass for the case where there are two values. Also, `reset` would have to reset `secondValue` too.",0,0,0,0,17,5,0
/cc @gwenneg for this commit: https://github.com/quarkusio/quarkus/pull/6364/commits/c64acd61ccfa13e363418a895e989a7a64608050,0,4,0,0,4,1,0
"This should also be an AsyncExceptionChecker, same for the parameter. For the time handling, this can get a `TimeServiceProvider`, that way, things are cleanly separated. ",0,0,0,0,12,1,0
"@eljefe6a , @robertwb , @dhalperi , any thoughts after the discussion? ",0,1,0,0,4,2,1
"@geomonlin will help do some tests, please feel free to ask for help if you need. @huangjian888 ",0,4,0,0,23,1,0
"Hi Stuart @stuartwdouglas Thanks for the earlier comment,",0,1,0,0,18,2,0
thanks a lot for getting in touch.,0,0,0,0,18,3,0
"use java logging syntax: `LOG.info(""Created table {}"", tableName)`",0,1,0,0,3,1,0
"Previously, realm was checked for `null` value, should we check it here as well?",0,1,0,0,7,2,0
I connect database to test resultSet.getBoolean(IS_NULLABLE) is not work.,0,0,0,0,14,3,0
close it for it's better to push limit clause down by per query settings,0,3,0,0,19,2,0
"The credential will be named ""Webauthn Passwordless"" instead of ""WebAuthn Strong"" . For more details, see the keycloak-dev thread ""Strong WebAuthn for passwordless authentication"" and the PR https://github.com/keycloak/keycloak/pull/6649 .",0,1,0,0,20,5,0
I fixed up these minor issues and merged. Thanks!,0,1,0,0,11,2,0
"As for the `kryo-serializers` version - since Spark's [KryoSerializer](https://github.com/apache/spark/blob/branch-1.6/core/src/main/scala/org/apache/spark/serializer/KryoSerializer.scala) pre-registers some classes and I only use those additional-specific `Serializers`; it either works or it doesn't, which is also what the author of this library told me (I contributed `ReverseListSerializer` so I asked him).",0,3,0,0,5,4,0
Done.,0,0,0,1,13,4,0
good catch!,0,0,0,0,1,3,0
"At this point we *might* not need the bootstrap phase anymore at all.  Any steps that need to set up configuration could yield config interceptors, which in turn can read ""bootstrap"" properties to configure themselves (@radcortez is working on making interceptors and config sources be fundamentally equal peers, so you can implement a config source using the interceptor API if you wanted to).",0,4,0,0,24,1,1
``` java,0,2,0,0,20,4,0
"@cescoffier in any case, as we import the Vert.x BOM, the versions should be consistent. If they aren't, it needs fixing in the BOM as we need them to be.",0,4,0,0,4,3,0
"I'd like to get this merged soon. This removes multiple constructors for Runtime contexts and establishes a clean hierarchy, making any changes to the constructors easier. This will be useful for two Jiras on exposing task configuration and task attempt number to the Runtime context.",0,1,0,0,4,3,0
I am still mining into different discussions - here as well as on JIRA.,0,0,0,0,20,5,0
"If you look in the `conf/bookkeeper.conf`, the `ledgerManagerType=hierarchical` line is already there.",0,1,0,0,15,5,0
"Cleaning up kind strings and names is better done as a single effort, since right now things are very ad-hoc. I believe your latest comment on https://issues.apache.org/jira/browse/BEAM-1192 indicates it should be addressed as part of that, so moving forwards with merging this.",0,3,0,0,10,2,0
Request and response for version $i of API ${api.id} are defined inconsistently. One is null while the other is not null.,0,0,0,0,3,3,0
What is useful of `@RequiredArgsConstructor`?,0,1,0,0,4,1,0
"... but, since it appears you're still Java 7 then I'd add a forceConnect boolean param.",0,1,0,0,10,3,0
"How about creating a new UnderFileSystemGlusterFS class which extends ""UnderFileSystemHdfs""? it seems more obvious that one more ufs is supported in Tachyon. Any comment? ",0,1,0,0,23,3,0
"void subscribe(Pattern pattern, ConsumerRebalanceListener listener);",0,1,0,0,14,5,0
"This looks a bit hacky. How about you add an interface `AsyncException` or so, that all classes the `NonTimestampContext` are using can use.",0,1,0,0,7,5,0
We should not delete exist test case.,0,1,0,1,9,2,0
It seems like the Mongo Panache tests failed...,0,1,0,1,9,5,0
Not sure what is involved in auto-generate. If @granthenke sends me some pointers I can give it a try :),0,1,0,0,12,3,0
Not too sure about this exception type. I think a generic `RuntimeException` or a `KafkaException` would be better since we don't actually intend for users to handle this.,0,1,0,0,15,3,0
`Propertie` is typo,0,2,0,0,18,4,0
You should use `toInt` instead of `asInstanceOf`,0,1,0,0,16,4,0
"Done: used AutoValue, made public, removed inputT and outputT cause they are unused and use TypeToken which fails ApiSurfaceTest. I tried putting TypeDescriptor there instead and it works, but I figured since it's not used anyway, then might as well remove.",0,0,0,0,17,1,1
"unlike bookkeeper, pulsar builds latest docker image from the package. is it possible to let latest docker image depends on the latest package? ",0,0,0,0,2,5,0
Thanks. Do you mind resubmitting this PR as one commit?,0,0,0,0,19,3,0
"I talked to stephan, he suggested to do a refresh rate of 10000ms here (10 seconds).",0,1,0,0,9,5,0
Run Dataflow ValidatesRunner,0,0,0,0,5,3,0
"Refer to this link for build results (access rights to CI server needed): 
https://builds.apache.org/job/beam_PreCommit_Java_MavenInstall/5639/
--none--",0,0,0,0,10,1,0
This was an old bug which was fixed before... . I rebased to the current master and it works.,0,0,0,0,2,5,0
"By the way, the `OnOverflow`'s javadoc is using wrong annotation name in the example: `OnBackPressure`.",0,0,0,0,17,1,0
"There's an optimization we can make here. The aggregation framework supports ""intermediate input functions"". These can be used instead of the combine function when the input and the intermediate input (the result of serializing a state object) are the same type.",0,1,0,0,22,2,0
"Last time we discussed that, we concluded that since Java functions do not declare side-effect-freeness, may be good to always keep the parenthesis. Plus, for getters this always seemed strange to me. Methods without parenthesis are Scala's style of blurring the boundaries between methods and variables. But for something that is explicitly named like a method (`getType()` rather than `type()`) it looks weird to try and treat it like a variable.",0,0,0,0,14,2,0
This would even more strongly imply that 2FA is an independent credential type which it isn't.,0,1,0,0,1,1,0
@Liangda-w  thank you for your contribution and @terrymanu Thanks for your review.,0,0,0,0,13,4,0
"Can you add some more detail to this message? It would probably be pretty obscure for a user to see this pop up in the logs. Maybe we can mention that we received a non-empty fetch response from the server, but could not parse any valid records?",0,2,0,0,10,5,0
"@fhueske What's the state of this PR? Is it supercedes by other changes, which happened in the mean time?",0,0,0,0,21,4,0
"Update the comment with ""default to hostname""",0,0,0,0,18,2,0
"Gave some more thoughts to it and I think a lot of changes here might collide with KIP-4 changes. If it is OK with you, I would like to do the refactoring in a follow up JIRA, after KIP-4 and KIP-35 changes go in.",0,0,0,0,24,5,0
new lines: removed the ones I found,0,0,0,0,13,1,0
comment doesn't add any value,0,0,0,0,20,1,0
It does `mapOut.groupBy(partitioner).reduceGroup(identity).groupBy(groupingKeySelector)`,0,1,0,1,8,2,0
"Aren't we validating the version anywhere, to make sure we send an appropriate error?",0,4,0,0,19,4,0
"So (1) use Preconditions.checkArgument (here and everywhere) and (2) make sure that the method is always described (eg., `format(m)`).",0,1,0,0,22,5,0
Done! Thanks for your review and comment.,0,0,0,0,23,4,0
@emmanuelbernard can you re-review please?,0,3,0,0,1,5,0
I agree.  Should I post to the mailing list to suggest a revision to the KIP to match the implemented behavior?  It seems wrong to change it without any public review.,0,0,0,0,15,2,0
@gsmet we need to exclude the Vert.x version from quarkus-http. Will do this.,0,4,0,0,3,3,0
should we add a test-case which stores `individualDeletedPositions` into ledger and reads back as this PR does this functionality?,0,0,0,0,23,3,0
"The reasoning is that this is a smoke test, and compression I guess is one of the basic behaviors. I don't have strong opinion about this. @granders Do you think it makes sense to do smoke test for compression if we have a separate produce -> consume -> verify system tests for compressed topics?",0,1,0,0,6,3,0
"Yeah you're right that the exponential backoff was the default behaviour before. I think Stephan's proposal is the best solution. I'll implement it and also change the Akka messages so that in the future TaskManager can be refused by the JobManager, if needed. ",0,1,0,0,7,3,1
"Yes, this should be more of a coding consideration. Maybe we shouldn't destroy the scene in order to avoid this problem. If there is a default value, I think it will be more troublesome to configure it, right?",0,1,0,0,8,3,0
"It may be worth making the class non-static, and having a single `static final DoFnInvokers INSTANCE`, since then all of these can be regular fields (may make it easier to add stuff) and it also makes it possible to synchronize on them, etc.",0,0,0,0,18,3,0
